"","ensembl_gene_id","entrezgene_id","external_gene_name","gene_biotype","chromosome_name","start_position","end_position","strand","description"
"19507","ENSMUSG00000058638",65020,"Zfp110","protein_coding","7",12568688,12584504,1,"zinc finger protein 110 [Source:MGI Symbol;Acc:MGI:1890378]"
"19508","ENSMUSG00000044813",230126,"Shb","protein_coding","4",45423278,45532470,-1,"src homology 2 domain-containing transforming protein B [Source:MGI Symbol;Acc:MGI:98294]"
"19509","ENSMUSG00000025902",20671,"Sox17","protein_coding","1",4561154,4567577,-1,"SRY (sex determining region Y)-box 17 [Source:MGI Symbol;Acc:MGI:107543]"
"19510","ENSMUSG00000020886",13385,"Dlg4","protein_coding","11",69907768,69938348,1,"discs large MAGUK scaffold protein 4 [Source:MGI Symbol;Acc:MGI:1277959]"
"19511","ENSMUSG00000030859",68223,"Fam24a","protein_coding","7",130935593,130938656,1,"family with sequence similarity 24, member A [Source:MGI Symbol;Acc:MGI:1915473]"
"19512","ENSMUSG00000020250",50493,"Txnrd1","protein_coding","10",82669785,82733546,1,"thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175]"
"19513","ENSMUSG00000060397",243833,"Zfp128","protein_coding","7",12615104,12627349,1,"zinc finger protein 128 [Source:MGI Symbol;Acc:MGI:2389445]"
"19514","ENSMUSG00000054715",232878,"Zscan22","protein_coding","7",12631742,12643010,1,"zinc finger and SCAN domain containing 22 [Source:MGI Symbol;Acc:MGI:2443312]"
"19515","ENSMUSG00000035561",72535,"Aldh1b1","protein_coding","4",45799022,45804604,1,"aldehyde dehydrogenase 1 family, member B1 [Source:MGI Symbol;Acc:MGI:1919785]"
"19516","ENSMUSG00000038866",227449,"Zcchc2","protein_coding","1",105918136,105961804,1,"zinc finger, CCHC domain containing 2 [Source:MGI Symbol;Acc:MGI:2444114]"
"19517","ENSMUSG00000040177",68277,"2310057M21Rik","protein_coding","7",130939949,130964488,-1,"RIKEN cDNA 2310057M21 gene [Source:MGI Symbol;Acc:MGI:1915527]"
"19518","ENSMUSG00000035551",75426,"Igfbpl1","protein_coding","4",45809468,45826923,-1,"insulin-like growth factor binding protein-like 1 [Source:MGI Symbol;Acc:MGI:1933198]"
"19519","ENSMUSG00000028327",74152,"Stra6l","protein_coding","4",45848664,45887008,1,"STRA6-like [Source:MGI Symbol;Acc:MGI:1921402]"
"19520","ENSMUSG00000006315",69804,"Tmem147","protein_coding","7",30427126,30428965,-1,"transmembrane protein 147 [Source:MGI Symbol;Acc:MGI:1915011]"
"19521","ENSMUSG00000035325",69162,"Sec31a","protein_coding","5",100509508,100564093,-1,"Sec31 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916412]"
"19522","ENSMUSG00000070942",107527,"Il1rl2","protein_coding","1",40363770,40406722,1,"interleukin 1 receptor-like 2 [Source:MGI Symbol;Acc:MGI:1913107]"
"19523","ENSMUSG00000012848",20103,"Rps5","protein_coding","7",12656217,12660613,1,"ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1097682]"
"19524","ENSMUSG00000035539",381522,"Ccdc180","protein_coding","4",45890303,45950774,1,"coiled-coil domain containing 180 [Source:MGI Symbol;Acc:MGI:2685871]"
"19525","ENSMUSG00000044340",98432,"Phlpp1","protein_coding","1",106099482,106321980,1,"PH domain and leucine rich repeat protein phosphatase 1 [Source:MGI Symbol;Acc:MGI:2138327]"
"19526","ENSMUSG00000035517",100121,"Tdrd7","protein_coding","4",45965334,46034761,1,"tudor domain containing 7 [Source:MGI Symbol;Acc:MGI:2140279]"
"19527","ENSMUSG00000063179",214580,"Pstk","protein_coding","7",130972870,130996211,1,"phosphoseryl-tRNA kinase [Source:MGI Symbol;Acc:MGI:2685945]"
"19528","ENSMUSG00000109864",66341,"Eid3","protein_coding","10",82702460,82703764,1,"EP300 interacting inhibitor of differentiation 3 [Source:MGI Symbol;Acc:MGI:1913591]"
"19529","ENSMUSG00000034612",58250,"Chst11","protein_coding","10",82821332,83031734,1,"carbohydrate sulfotransferase 11 [Source:MGI Symbol;Acc:MGI:1927166]"
"19530","ENSMUSG00000033967",381845,"Rnf225","protein_coding","7",12661343,12664999,1,"ring finger protein 225 [Source:MGI Symbol;Acc:MGI:1924198]"
"19531","ENSMUSG00000057329",12043,"Bcl2","protein_coding","1",106465908,106642004,-1,"B cell leukemia/lymphoma 2 [Source:MGI Symbol;Acc:MGI:88138]"
"19532","ENSMUSG00000028328",21916,"Tmod1","protein_coding","4",46038935,46116032,1,"tropomodulin 1 [Source:MGI Symbol;Acc:MGI:98775]"
"19533","ENSMUSG00000034591",338365,"Slc41a2","protein_coding","10",83066712,83173746,-1,"solute carrier family 41, member 2 [Source:MGI Symbol;Acc:MGI:2442940]"
"19534","ENSMUSG00000061099",14447,"Gapdhs","protein_coding","7",30429200,30443106,-1,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:MGI Symbol;Acc:MGI:95653]"
"19535","ENSMUSG00000033845",27395,"Mrpl15","protein_coding","1",4843429,4855962,-1,"mitochondrial ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1351639]"
"19536","ENSMUSG00000118665",231506,"Lin54","protein_coding","5",100589900,100648493,-1,"lin-54 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:2140902]"
"19537","ENSMUSG00000004500",243834,"Zfp324","protein_coding","7",12699765,12708163,1,"zinc finger protein 324 [Source:MGI Symbol;Acc:MGI:2444641]"
"19538","ENSMUSG00000020255",28109,"Nopchap1","protein_coding","10",83196085,83324369,1,"NOP protein chaperone 1 [Source:MGI Symbol;Acc:MGI:106381]"
"19539","ENSMUSG00000035297",26891,"Cops4","protein_coding","5",100666175,100695669,1,"COP9 signalosome subunit 4 [Source:MGI Symbol;Acc:MGI:1349414]"
"19540","ENSMUSG00000027359",26458,"Slc27a2","protein_coding","2",126394327,126430163,1,"solute carrier family 27 (fatty acid transporter), member 2 [Source:MGI Symbol;Acc:MGI:1347099]"
"19541","ENSMUSG00000035495",272027,"Tstd2","protein_coding","4",46114746,46138694,-1,"thiosulfate sulfurtransferase (rhodanese)-like domain containing 2 [Source:MGI Symbol;Acc:MGI:3039624]"
"19542","ENSMUSG00000020256",216188,"Aldh1l2","protein_coding","10",83323314,83370004,-1,"aldehyde dehydrogenase 1 family, member L2 [Source:MGI Symbol;Acc:MGI:2444680]"
"19543","ENSMUSG00000040167",67143,"Ikzf5","protein_coding","7",130990381,131012250,-1,"IKAROS family zinc finger 5 [Source:MGI Symbol;Acc:MGI:1914393]"
"19544","ENSMUSG00000068742",12953,"Cry2","protein_coding","2",92233991,92264388,-1,"cryptochrome 2 (photolyase-like) [Source:MGI Symbol;Acc:MGI:1270859]"
"19545","ENSMUSG00000028330",433702,"Ncbp1","protein_coding","4",46138613,46172403,1,"nuclear cap binding protein subunit 1 [Source:MGI Symbol;Acc:MGI:1891840]"
"19546","ENSMUSG00000009905",70750,"Kdsr","protein_coding","1",106648189,106687457,-1,"3-ketodihydrosphingosine reductase [Source:MGI Symbol;Acc:MGI:1918000]"
"19547","ENSMUSG00000029322",231507,"Plac8","protein_coding","5",100701591,100720111,-1,"placenta-specific 8 [Source:MGI Symbol;Acc:MGI:2445289]"
"19548","ENSMUSG00000046056",282619,"Sbsn","protein_coding","7",30450896,30455559,1,"suprabasin [Source:MGI Symbol;Acc:MGI:2446326]"
"19549","ENSMUSG00000026069",17082,"Il1rl1","protein_coding","1",40468730,40504575,1,"interleukin 1 receptor-like 1 [Source:MGI Symbol;Acc:MGI:98427]"
"19550","ENSMUSG00000029319",71883,"Coq2","protein_coding","5",100802589,100823006,-1,"coenzyme Q2 4-hydroxybenzoate polyprenyltransferase [Source:MGI Symbol;Acc:MGI:1919133]"
"19551","ENSMUSG00000034560",319277,"Washc4","protein_coding","10",83379616,83432337,1,"WASH complex subunit 4 [Source:MGI Symbol;Acc:MGI:2441787]"
"19552","ENSMUSG00000030861",66885,"Acadsb","protein_coding","7",131012330,131050673,1,"acyl-Coenzyme A dehydrogenase, short/branched chain [Source:MGI Symbol;Acc:MGI:1914135]"
"19553","ENSMUSG00000028329",22590,"Xpa","protein_coding","4",46155347,46196311,-1,"xeroderma pigmentosum, complementation group A [Source:MGI Symbol;Acc:MGI:99135]"
"19554","ENSMUSG00000049922",228368,"Slc35c1","protein_coding","2",92283109,92290883,-1,"solute carrier family 35, member C1 [Source:MGI Symbol;Acc:MGI:2443301]"
"19555","ENSMUSG00000035273",15442,"Hpse","protein_coding","5",100827350,100867582,-1,"heparanase [Source:MGI Symbol;Acc:MGI:1343124]"
"19556","ENSMUSG00000027360",15186,"Hdc","protein_coding","2",126435587,126461219,-1,"histidine decarboxylase [Source:MGI Symbol;Acc:MGI:96062]"
"19557","ENSMUSG00000035266",191578,"Helq","protein_coding","5",100910011,100946464,-1,"helicase, POLQ-like [Source:MGI Symbol;Acc:MGI:2176740]"
"19558","ENSMUSG00000070990",NA,"Foxe1","protein_coding","4",46343609,46346412,1,"forkhead box E1 [Source:MGI Symbol;Acc:MGI:1353500]"
"19559","ENSMUSG00000040148",15373,"Hmx3","protein_coding","7",131144596,131146654,1,"H6 homeobox 3 [Source:MGI Symbol;Acc:MGI:107160]"
"19560","ENSMUSG00000028331",74753,"Trmo","protein_coding","4",46376505,46389437,-1,"tRNA methyltransferase O [Source:MGI Symbol;Acc:MGI:1922003]"
"19561","ENSMUSG00000050100",15372,"Hmx2","protein_coding","7",131150502,131159743,1,"H6 homeobox 2 [Source:MGI Symbol;Acc:MGI:107159]"
"19562","ENSMUSG00000008496",18987,"Pou2f2","protein_coding","7",24786769,24879151,-1,"POU domain, class 2, transcription factor 2 [Source:MGI Symbol;Acc:MGI:101897]"
"19563","ENSMUSG00000009907",20479,"Vps4b","protein_coding","1",106691801,106724458,-1,"vacuolar protein sorting 4B [Source:MGI Symbol;Acc:MGI:1100499]"
"19564","ENSMUSG00000027221",76969,"Chst1","protein_coding","2",92430052,92445595,1,"carbohydrate sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1924219]"
"19565","ENSMUSG00000028332",93966,"Hemgn","protein_coding","4",46393989,46413506,-1,"hemogen [Source:MGI Symbol;Acc:MGI:2136910]"
"19566","ENSMUSG00000027220",80976,"Syt13","protein_coding","2",92745443,92786403,1,"synaptotagmin XIII [Source:MGI Symbol;Acc:MGI:1933945]"
"19567","ENSMUSG00000028333",67628,"Anp32b","protein_coding","4",46450902,46472657,1,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B [Source:MGI Symbol;Acc:MGI:1914878]"
"19568","ENSMUSG00000020263",216190,"Appl2","protein_coding","10",83435897,83484602,-1,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:MGI Symbol;Acc:MGI:2384914]"
"19569","ENSMUSG00000000194",277463,"Gpr107","protein_coding","2",31042328,31108787,1,"G protein-coupled receptor 107 [Source:MGI Symbol;Acc:MGI:2139054]"
"19570","ENSMUSG00000016833",68735,"Mrps18c","protein_coding","5",100946493,100952337,1,"mitochondrial ribosomal protein S18C [Source:MGI Symbol;Acc:MGI:1915985]"
"19571","ENSMUSG00000028334",94181,"Nans","protein_coding","4",46489248,46503632,1,"N-acetylneuraminic acid synthase (sialic acid synthase) [Source:MGI Symbol;Acc:MGI:2149820]"
"19572","ENSMUSG00000067006",20724,"Serpinb5","protein_coding","1",106788903,106811078,1,"serine (or cysteine) peptidase inhibitor, clade B, member 5 [Source:MGI Symbol;Acc:MGI:109579]"
"19573","ENSMUSG00000035234",70681,"Abraxas1","protein_coding","5",100953058,100968831,-1,"BRCA1 A complex subunit [Source:MGI Symbol;Acc:MGI:1917931]"
"19574","ENSMUSG00000039853",74735,"Trim14","protein_coding","4",46493781,46536141,-1,"tripartite motif-containing 14 [Source:MGI Symbol;Acc:MGI:1921985]"
"19575","ENSMUSG00000026070",16182,"Il18r1","protein_coding","1",40504712,40540014,1,"interleukin 18 receptor 1 [Source:MGI Symbol;Acc:MGI:105383]"
"19576","ENSMUSG00000028337",107684,"Coro2a","protein_coding","4",46536937,46602202,-1,"coronin, actin binding protein 2A [Source:MGI Symbol;Acc:MGI:1345966]"
"19577","ENSMUSG00000029314",231510,"Gpat3","protein_coding","5",100993579,101046968,1,"glycerol-3-phosphate acyltransferase 3 [Source:MGI Symbol;Acc:MGI:3603816]"
"19578","ENSMUSG00000075028",100042784,"Prdm11","protein_coding","2",92802363,92876512,-1,"PR domain containing 11 [Source:MGI Symbol;Acc:MGI:2685553]"
"19579","ENSMUSG00000010461",14051,"Eya4","protein_coding","10",22978862,23226684,-1,"EYA transcriptional coactivator and phosphatase 4 [Source:MGI Symbol;Acc:MGI:1337104]"
"19580","ENSMUSG00000062661",14299,"Ncs1","protein_coding","2",31135835,31186001,1,"neuronal calcium sensor 1 [Source:MGI Symbol;Acc:MGI:109166]"
"19581","ENSMUSG00000061979",94254,"Rcc1l","protein_coding","5",134176893,134205613,-1,"reculator of chromosome condensation 1 like [Source:MGI Symbol;Acc:MGI:2137600]"
"19582","ENSMUSG00000039813",381605,"Tbc1d2","protein_coding","4",46604390,46650209,-1,"TBC1 domain family, member 2 [Source:MGI Symbol;Acc:MGI:2652885]"
"19583","ENSMUSG00000059956",71869,"Serpinb12","protein_coding","1",106862179,106884810,1,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12 [Source:MGI Symbol;Acc:MGI:1919119]"
"19584","ENSMUSG00000039809",242425,"Gabbr2","protein_coding","4",46662305,46991873,-1,"gamma-aminobutyric acid (GABA) B receptor, 2 [Source:MGI Symbol;Acc:MGI:2386030]"
"19585","ENSMUSG00000015942",114674,"Gtf2ird2","protein_coding","5",134212858,134253209,1,"GTF2I repeat domain containing 2 [Source:MGI Symbol;Acc:MGI:2149780]"
"19586","ENSMUSG00000053141",19281,"Ptprt","protein_coding","2",161363910,162503067,-1,"protein tyrosine phosphatase, receptor type, T [Source:MGI Symbol;Acc:MGI:1321152]"
"19587","ENSMUSG00000026395",19264,"Ptprc","protein_coding","1",137990599,138103446,-1,"protein tyrosine phosphatase, receptor type, C [Source:MGI Symbol;Acc:MGI:97810]"
"19588","ENSMUSG00000015950",17969,"Ncf1","protein_coding","5",134248907,134258479,-1,"neutrophil cytosolic factor 1 [Source:MGI Symbol;Acc:MGI:97283]"
"19589","ENSMUSG00000066191",75691,"Anks6","protein_coding","4",47015669,47057427,-1,"ankyrin repeat and sterile alpha motif domain containing 6 [Source:MGI Symbol;Acc:MGI:1922941]"
"19590","ENSMUSG00000015519",67719,"2310057J18Rik","protein_coding","10",28848284,28862299,-1,"RIKEN cDNA 2310057J18 gene [Source:MGI Symbol;Acc:MGI:1914969]"
"19591","ENSMUSG00000003585",67815,"Sec14l2","protein_coding","11",4047039,4073415,-1,"SEC14-like lipid binding 2 [Source:MGI Symbol;Acc:MGI:1915065]"
"19592","ENSMUSG00000039774",230145,"Galnt12","protein_coding","4",47091909,47123070,1,"polypeptide N-acetylgalactosaminyltransferase 12 [Source:MGI Symbol;Acc:MGI:2444664]"
"19593","ENSMUSG00000003581",71673,"Rnf215","protein_coding","11",4085202,4091172,1,"ring finger protein 215 [Source:MGI Symbol;Acc:MGI:1918923]"
"19594","ENSMUSG00000060261",14886,"Gtf2i","protein_coding","5",134266688,134343614,-1,"general transcription factor II I [Source:MGI Symbol;Acc:MGI:1202722]"
"19595","ENSMUSG00000028339",12819,"Col15a1","protein_coding","4",47208161,47313167,1,"collagen, type XV, alpha 1 [Source:MGI Symbol;Acc:MGI:88449]"
"19596","ENSMUSG00000040430",71795,"Pitpnc1","protein_coding","11",107098718,107361525,-1,"phosphatidylinositol transfer protein, cytoplasmic 1 [Source:MGI Symbol;Acc:MGI:1919045]"
"19597","ENSMUSG00000019802",140740,"Sec63","protein_coding","10",42637492,42708510,1,"SEC63-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2155302]"
"19598","ENSMUSG00000068735",277414,"Trp53i11","protein_coding","2",93017893,93032104,1,"transformation related protein 53 inducible protein 11 [Source:MGI Symbol;Acc:MGI:2670995]"
"19599","ENSMUSG00000051427",216516,"Ccdc157","protein_coding","11",4091123,4110293,-1,"coiled-coil domain containing 157 [Source:MGI Symbol;Acc:MGI:3041210]"
"19600","ENSMUSG00000016921",67996,"Srsf6","protein_coding","2",162773448,162779041,1,"serine and arginine-rich splicing factor 6 [Source:MGI Symbol;Acc:MGI:1915246]"
"19601","ENSMUSG00000044770",268297,"Scml4","protein_coding","10",42736366,42836776,1,"Scm polycomb group protein like 4 [Source:MGI Symbol;Acc:MGI:2446140]"
"19602","ENSMUSG00000055632",665700,"Hmcn2","protein_coding","2",31204427,31350750,1,"hemicentin 2 [Source:MGI Symbol;Acc:MGI:2677838]"
"19603","ENSMUSG00000007613",21812,"Tgfbr1","protein_coding","4",47353222,47414931,1,"transforming growth factor, beta receptor I [Source:MGI Symbol;Acc:MGI:98728]"
"19604","ENSMUSG00000020884",11889,"Asgr1","protein_coding","11",69944911,69948720,1,"asialoglycoprotein receptor 1 [Source:MGI Symbol;Acc:MGI:88081]"
"19605","ENSMUSG00000039740",56737,"Alg2","protein_coding","4",47465067,47474333,-1,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:1914731]"
"19606","ENSMUSG00000053317",66212,"Sec61b","protein_coding","4",47474658,47483242,1,"Sec61 beta subunit [Source:MGI Symbol;Acc:MGI:1913462]"
"19607","ENSMUSG00000054499",67379,"Dedd2","protein_coding","7",24899340,24920040,-1,"death effector domain-containing DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1914629]"
"19608","ENSMUSG00000048775",241196,"Serpinb13","protein_coding","1",106908714,106928925,1,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13 [Source:MGI Symbol;Acc:MGI:3042250]"
"19609","ENSMUSG00000028341",18124,"Nr4a3","protein_coding","4",48045153,48086447,1,"nuclear receptor subfamily 4, group A, member 3 [Source:MGI Symbol;Acc:MGI:1352457]"
"19610","ENSMUSG00000034813",74053,"Grip1","protein_coding","10",119289735,119923166,1,"glutamate receptor interacting protein 1 [Source:MGI Symbol;Acc:MGI:1921303]"
"19611","ENSMUSG00000046541",210172,"Zfp526","protein_coding","7",24920850,24926932,1,"zinc finger protein 526 [Source:MGI Symbol;Acc:MGI:2445181]"
"19612","ENSMUSG00000002129",67465,"Sf3a1","protein_coding","11",4110350,4132541,1,"splicing factor 3a, subunit 1 [Source:MGI Symbol;Acc:MGI:1914715]"
"19613","ENSMUSG00000027217",241556,"Tspan18","protein_coding","2",93032105,93164850,-1,"tetraspanin 18 [Source:MGI Symbol;Acc:MGI:1917186]"
"19614","ENSMUSG00000066979",12237,"Bub3","protein_coding","7",131161951,131173624,1,"BUB3 mitotic checkpoint protein [Source:MGI Symbol;Acc:MGI:1343463]"
"19615","ENSMUSG00000026068",16174,"Il18rap","protein_coding","1",40554522,40590865,1,"interleukin 18 receptor accessory protein [Source:MGI Symbol;Acc:MGI:1338888]"
"19616","ENSMUSG00000061455",67727,"Stx17","protein_coding","4",48124915,48186507,1,"syntaxin 17 [Source:MGI Symbol;Acc:MGI:1914977]"
"19617","ENSMUSG00000028343",76299,"Erp44","protein_coding","4",48193323,48279558,-1,"endoplasmic reticulum protein 44 [Source:MGI Symbol;Acc:MGI:1923549]"
"19618","ENSMUSG00000035576",241764,"L3mbtl1","protein_coding","2",162785392,162816442,1,"L3MBTL1 histone methyl-lysine binding protein [Source:MGI Symbol;Acc:MGI:2676663]"
"19619","ENSMUSG00000028344",16348,"Invs","protein_coding","4",48279760,48431954,1,"inversin [Source:MGI Symbol;Acc:MGI:1335082]"
"19620","ENSMUSG00000040125",233919,"Gpr26","protein_coding","7",131568189,131596134,1,"G protein-coupled receptor 26 [Source:MGI Symbol;Acc:MGI:2441758]"
"19621","ENSMUSG00000044594",20248,"Serpinb3a","protein_coding","1",106973317,106980033,-1,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A [Source:MGI Symbol;Acc:MGI:3573933]"
"19622","ENSMUSG00000020720",66997,"Psmd12","protein_coding","11",107370310,107395188,1,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12 [Source:MGI Symbol;Acc:MGI:1914247]"
"19623","ENSMUSG00000030838",72088,"Ush1c","protein_coding","7",45844774,45887927,-1,"USH1 protein network component harmonin [Source:MGI Symbol;Acc:MGI:1919338]"
"19624","ENSMUSG00000060244",56009,"Alyref2","protein_coding","1",171331046,171332318,1,"Aly/REF export factor 2 [Source:MGI Symbol;Acc:MGI:1913144]"
"19625","ENSMUSG00000026065",110895,"Slc9a4","protein_coding","1",40619241,40669885,1,"solute carrier family 9 (sodium/hydrogen exchanger), member 4 [Source:MGI Symbol;Acc:MGI:105074]"
"19626","ENSMUSG00000076441",11898,"Ass1","protein_coding","2",31360219,31410684,1,"argininosuccinate synthetase 1 [Source:MGI Symbol;Acc:MGI:88090]"
"19627","ENSMUSG00000058017",394252,"Serpinb3d","protein_coding","1",107005897,107011236,-1,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D [Source:MGI Symbol;Acc:MGI:2683295]"
"19628","ENSMUSG00000028345",269536,"Tex10","protein_coding","4",48430858,48473459,-1,"testis expressed gene 10 [Source:MGI Symbol;Acc:MGI:1344413]"
"19629","ENSMUSG00000026394",338375,"Atp6v1g3","protein_coding","1",138201476,138217200,1,"ATPase, H+ transporting, lysosomal V1 subunit G3 [Source:MGI Symbol;Acc:MGI:2450548]"
